,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,top_topic_lda
29,0.0029228566219679964,0.002922497419175109,0.0029224945544802663,0.002922505156273957,0.002922504261701875,0.00292249476503998,0.002922494867018894,0.0029224949091213714,0.05402690403603605,0.0029224953549208134,0.01034997572991691,0.0029224945099551275,0.002922502019195958,0.002922502846357067,0.9005527829488387,14
30,0.003799547858486025,0.0037993949687621445,0.003799394070558824,0.4371528914057221,0.003799392507550999,0.003799392418502932,0.003799391886283216,0.0037993914717000827,0.003799438882965356,0.0037994514314425754,0.0037994404020217833,0.0037993914196315414,0.003799391480588645,0.5134546510914307,0.0037994387043530347,13
31,0.0025272226118729984,0.002527205492358572,0.002527205192852448,0.002527206082222114,0.002527206236025739,0.0025272070183837776,0.0025272056157935804,0.47282264190477097,0.0025272256801924923,0.0025272054545848045,0.32668997031747815,0.0025272051769636866,0.0025272050839249063,0.008603325734400768,0.164084762398175,7
32,0.0018986908095457152,0.0018986748288739037,0.0018986747693638998,0.001898719603817705,0.0018987128406059506,0.0018986749225415158,0.0018986816103981352,0.0018986896392987065,0.0018987551523639138,0.0018987344749919566,0.001898770681501745,0.001898675082805906,0.9734179185189332,0.0018989051199992922,0.0018987219449586585,12
33,0.33096013646899003,0.0023383516629069388,0.3664572234423842,0.0023383503276352747,0.002338351086734052,0.0023383507606478853,0.0023383517384231133,0.09550024446765291,0.0023383621061273487,0.002338353453575605,0.002338356574784074,0.002338350179795491,0.0023384184267032913,0.1813604438152037,0.0023383554884361096,2
34,0.0036452696257087782,0.0036452472987396883,0.003645248380638263,0.003645247437041428,0.21807369773916288,0.003645250292121916,0.003645247202146827,0.36173570425304685,0.0036452478122785932,0.0036452473275940664,0.376447595227087,0.0036452495023334207,0.0036452520827224186,0.003645248511150273,0.0036452473082276265,10
35,0.003501184280530238,0.003501185106885438,0.7985206666977422,0.1559554078269538,0.0035016532556274888,0.0035011951171259287,0.0035011827305919847,0.0035011923844288305,0.0035020081843548535,0.0035011853519016423,0.003505204493555184,0.0035011828231638763,0.0035011830722720314,0.0035024560510466722,0.003503112623820062,2
36,0.5404532079041734,0.002987102699209053,0.0029871030042556914,0.002987105698793698,0.0029871026010332485,0.0029871120668828514,0.0029871026410174142,0.0029871026144071447,0.0029871071344860535,0.002987103045278842,0.0029871139833977313,0.002987102614247528,0.0029871026174927203,0.002987102772826927,0.4207144286024977,0
37,0.0030030953492441886,0.003002796466882939,0.0030027959912525045,0.0030027984208811057,0.0030027963449487586,0.003002797190002611,0.003002800220495008,0.003003241340814735,0.5541647423873832,0.0030027964175687134,0.003002796610984851,0.0030027959903721115,0.003002796000258222,0.0030027964512097946,0.40679815481770126,8
38,0.0021402723632828746,0.002140539380078918,0.0021402716908041847,0.0021402730516704143,0.002140308281180125,0.18047411638879646,0.0021402716962035727,0.0021402920044383874,0.002140271663973579,0.002140271637804613,0.002140293726119841,0.0021402728569755018,0.0021402961355486668,0.791701977056949,0.0021402720661739057,13
39,0.00333723118422978,0.0033372398737081662,0.003337231379989417,0.0033372783262668503,0.003337231870742224,0.0033372332948213997,0.0033372299705940788,0.0033372333345784285,0.0033372631888842846,0.18927467995298075,0.7673411873554462,0.0033372298998026653,0.0033372423824070126,0.0033372321276629014,0.003337255857885878,10
40,0.003833857242813343,0.0038338272482654756,0.0038338298896019455,0.003833828341184387,0.00383382871451804,0.003833827214515862,0.0038338275084620907,0.3578807577463223,0.5171994432791829,0.07891342791342261,0.003834069546426873,0.0038338272015410696,0.00383383004993452,0.003833988784896069,0.003833829318912452,8
41,0.003178455719236058,0.003179068218013764,0.0031784199315007568,0.003183891271368483,0.0031784250906199533,0.003178586281525884,0.32253612093364653,0.003178425771569095,0.46588115691869053,0.0031784199944080646,0.003182784363509421,0.0031784195580966926,0.1734301884902862,0.0031784384036904873,0.0031791990538382036,8
42,0.003305830159096592,0.003305819380052643,0.003305820687409766,0.0033058207943962993,0.909586475088486,0.003305818655374905,0.0033058220568738016,0.0033058319972515205,0.0033058772192464726,0.0033058229795306757,0.047437302554200506,0.0033058183933431322,0.0033058182698261582,0.0033058291075193594,0.0033062926573920576,4
43,0.0033872170956328156,0.003387223661757525,0.0033872153440818844,0.00338721902780908,0.059391821342784555,0.0033872306213647116,0.003387221428519085,0.003387218063133953,0.0033872687579776426,0.003387228496155097,0.37764038646744835,0.003387214975248863,0.5223208036024137,0.003387327081631526,0.0033874040340413497,12
44,0.002911668846442039,0.49760311649603883,0.002911660668428202,0.0029116660974751593,0.0029117171996863073,0.002911671457580759,0.002911660709117346,0.0029118925478256964,0.055412433685469296,0.0029116712796731768,0.047371024166982106,0.0029116606523805623,0.0029116690186702467,0.00291169112788894,0.3675847960463413,1
45,0.4744251707077518,0.003003531396379239,0.0030035222241629285,0.0030035462878129104,0.0030035335486251415,0.0030035432717253874,0.003003521761655819,0.0030039822663016865,0.4865281676268918,0.0030038082663236664,0.0030035500790040097,0.0030035216868175597,0.0030035230368956243,0.0030035234864807143,0.003003554353171696,8
46,0.0021769798791452096,0.002176653837984836,0.002176653339824564,0.0021766580489276715,0.0021766533794211214,0.8005017126536481,0.0021766730900783576,0.0021766532848799323,0.00217666311164567,0.0021766671306312608,0.002176686881572805,0.0021766532577090648,0.0021766533174267274,0.002176744952915031,0.17120129383418972,5
47,0.0026876926617938317,0.0026876467557150306,0.002687651887004245,0.0026876993236233586,0.9623717762746645,0.0026876686857969403,0.0026876477979539655,0.0026876657841938658,0.002688468369605333,0.002687652001740042,0.0026876814825789594,0.0026876466880560884,0.002687646898873783,0.002687781943293566,0.002687673445106321,4
48,0.003486223481144085,0.0034862453954722997,0.0034862227088896893,0.003486227196935227,0.0034862247653163416,0.2710978733997592,0.003486222502085567,0.00348622247309684,0.08149915921599307,0.6055675130808227,0.0034869605731494306,0.0034862224528535435,0.0034862224489227546,0.0034862256985935844,0.0034862346069654644,9
49,0.002582252949482159,0.002582309040812458,0.6670726326184018,0.0025823057521513326,0.002582253607138142,0.002582253045111698,0.002582252897978258,0.0025822921927400127,0.0025822529227262363,0.002582255015717078,0.1828822213721256,0.0025822527515348367,0.002582253041244363,0.0025822543944772286,0.11905795839835888,2
50,0.0032805612637673482,0.003280558794307576,0.0032805587680207944,0.003280590570353308,0.003280559102817541,0.0032805590890442387,0.0032805587426370385,0.0032805600758461857,0.0032812696820825396,0.0032805608185106873,0.008654023781314198,0.003280558720301755,0.5374449994109978,0.41453352044171315,0.0032805607382857633,12
51,0.7088671438386691,0.003703076155749419,0.003703077991071081,0.0037030846015611678,0.003703076091871527,0.00370307611272151,0.003703076333070689,0.0037030764690661774,0.003703077830258661,0.003703076425221432,0.0037030856192279485,0.003703076114119819,0.003703076558149486,0.003703081397837637,0.24299283846140446,0
52,0.002762022220579973,0.002762189864547862,0.002762022734188803,0.0027621946764767986,0.002762098151523131,0.0027620700173556735,0.002762027751670275,0.002762137541824619,0.0027622964969284624,0.00276202315167102,0.03064545294600139,0.0027620221061536035,0.0027620222584555047,0.8172503476641697,0.11895907241845322,13
53,0.0036116882287620597,0.8673930921066155,0.003611687774052644,0.0036116958563118494,0.00361169101191893,0.0036117220248343923,0.003611693800902084,0.003611688263812586,0.08565394649175134,0.0036116879930578986,0.003612619916911495,0.0036116878469985526,0.0036116882536912373,0.0036117216564750644,0.003611688773904281,1
54,0.0036379207936801804,0.0036373372297060225,0.0036373355032202075,0.4656914132302794,0.003637344828740572,0.0036373376528023764,0.0036373354798190285,0.0036373355909795338,0.003637414465510285,0.003637830925102456,0.00363738076478081,0.0036373354286052015,0.0036373355970026155,0.4870219306441777,0.0036374118655934386,13
55,0.0033444427850833204,0.003344437226089232,0.003344437159270211,0.003344448143781575,0.00334451239365775,0.0033444389246826602,0.003344437151771276,0.003344465057341213,0.003345149533291531,0.003344502925019747,0.0033545943300757105,0.0033444371444248137,0.5281545534055292,0.428355774952128,0.003345368867853691,12
56,0.0037250803703129318,0.00372507996960993,0.0037250801072894837,0.0037250803674016646,0.0037250822061573154,0.003725082958548976,0.0037250852327926232,0.0037250800359770898,0.9478488459499209,0.0037250823044842523,0.0037250865590184317,0.003725080052136441,0.0037250799861299855,0.0037250826105489775,0.0037250912896710973,8
57,0.0025073509659951565,0.9027834997604802,0.0025069613775307066,0.0025088714514105155,0.0025071385805383374,0.0025070045768851813,0.0025069220972424515,0.002507230237354254,0.002509082815659877,0.008179931029790154,0.05894550445081161,0.002506919638679343,0.002506935203229746,0.002508992662847981,0.0025076551515442985,1
58,0.002591251093747609,0.002591246000436783,0.2053990768142551,0.0025912465000529003,0.0025912468067828117,0.0025912485562979344,0.0025912457962099767,0.45600102831999784,0.0025912620066379137,0.0025912774056278598,0.14546877424495402,0.002591245977138889,0.0025912457845815302,0.0025913829887706237,0.1646272217045082,7
59,0.5564593973120248,0.0025422225874356,0.0025422225574000144,0.002542222654298783,0.002542223029586254,0.0025422227093374675,0.002542222585993217,0.0025422227048893234,0.4104916999221982,0.0025422227212156794,0.0025422276683996774,0.002542222551361318,0.002542222552731084,0.0025422258387080687,0.002542222604420446,0
60,0.002870726519900981,0.002870702727129836,0.0028707018314664714,0.6782761207455302,0.0028707018877758383,0.002870703444935552,0.0028707031341005844,0.0028707017598925914,0.0028707033854339335,0.0028707017862289316,0.002871043106075293,0.0028707017538753114,0.002870701881801981,0.0028707035584771396,0.2844043824773753,3
61,0.003221477493614283,0.0032214774675368625,0.003221477471921214,0.003221477552381295,0.0032214792151372827,0.003221511416548589,0.003221477607459165,0.0032214777686186903,0.003221488155862793,0.0032214775116377594,0.22649670669417987,0.00322147747803586,0.0032214774675895425,0.003221477497466401,0.7316240392020102,14
62,0.3559827998386931,0.00326051265262249,0.0032604978977954736,0.003260533693220655,0.003260511023663418,0.003260524112922655,0.003260497634270927,0.003260513908508555,0.60163049173508,0.00326049774986107,0.0032605517702565057,0.003260497577877506,0.0032604994355057955,0.0032605166418745064,0.003260554327847351,8
63,0.003407381798179961,0.0034070988797545608,0.003407098079536133,0.003407098988001737,0.30955927324172255,0.0034070995461675784,0.0034070981728521813,0.0034072158440903322,0.003407117145069902,0.003407152197473348,0.0034071418727219653,0.0034070980784418276,0.003407098088001057,0.003407098241865842,0.646147929826121,14
64,0.003431400814564892,0.003431416693520452,0.003431402148265261,0.003431439715155482,0.0034314012798960965,0.003431403900204508,0.003431399539957247,0.00343140284935802,0.003431424544452664,0.0034314559437889406,0.9519601954275962,0.0034313995301624243,0.0034314129915673135,0.003431400025260172,0.003431444596250231,10
65,0.0030911660594030352,0.0030911539167305037,0.0030911525881110583,0.19274709172415855,0.7670673202414856,0.003091167611855012,0.0030911554163451645,0.0030914276407894704,0.003091258559724137,0.0030911540937434544,0.003091326414955818,0.0030911525657509025,0.003091154532527984,0.0030911541937318995,0.0030911644406875207,4
66,0.42628723766226756,0.002861273578734786,0.0028612346455168646,0.0028611461097564437,0.002861578319792709,0.0028611384321332186,0.39434504097294487,0.14503260992988115,0.0028612604854547177,0.0028611392586477733,0.0028612528664002206,0.002861138300170703,0.0028611386226794905,0.0028616427527662722,0.0028611680628531626,0
67,0.003670682661405728,0.003670680753216578,0.0036706821731045843,0.23213042506697049,0.0036706813398231634,0.0036707084200482036,0.003670680826220893,0.0036706822804644635,0.0036714426317766948,0.4139789622914084,0.3098312146865464,0.003670683210624928,0.0036706807418150837,0.003670684412639143,0.003681108503935408,9
68,0.002038295388323712,0.8222955638065744,0.0020382950031597132,0.0020382946746389016,0.002038294830261714,0.15120660406976064,0.0020382946724463243,0.0020382946628582266,0.0020382947035804517,0.0020382946655293894,0.0020382947468334587,0.0020382946788259576,0.0020382946766626963,0.0020382947243849075,0.0020382946961596156,1
69,0.0031532714334878693,0.003153271391220022,0.003153271382468078,0.0031532714487257914,0.0031532717299585164,0.0031532804239112894,0.003153271431104416,0.003153271470747117,0.0031532714525144413,0.0031532736075033678,0.6570330325216688,0.0031532713819156745,0.003153271476320501,0.003153271435341842,0.3019744274131123,10
70,0.00324361275458709,0.0032436071813289735,0.003243608113884531,0.5739180165379122,0.0032436083928379994,0.003243616815491083,0.00324360882259989,0.0032436488761332506,0.0032436165456567628,0.3839149441815293,0.0032436562053387023,0.0032436071747069016,0.0032436071782043466,0.003243614367889105,0.0032436268519000226,3
71,0.003319604365524254,0.00331957442962812,0.3452028098245462,0.0033196431028977443,0.0033195704829465274,0.0033195687056904455,0.003319568523317846,0.003319665080491747,0.5199688861474967,0.09499101829031198,0.003320221144793077,0.003319568387753599,0.003319572909084363,0.0033205629622184104,0.003320165643298801,8
72,0.42121232803422226,0.0033145837470295514,0.003314540215404632,0.0033243155328614243,0.0033148899401371514,0.003314642838362883,0.003314541264298652,0.5356822858411622,0.003315449570559658,0.0033148262678919546,0.003319063927052923,0.0033145426122740906,0.0033146782658889365,0.0033147680552596632,0.0033145438875943362,7
73,0.0941252051173568,0.0032234420824175077,0.0032234414074863334,0.0032234651123417843,0.0032234835837686867,0.003223440994690373,0.003223441867401425,0.003223441239095254,0.15404171604354353,0.0032234411630448837,0.1658364990667047,0.0032234409605385664,0.003223441386159911,0.0032240089948358066,0.5505380909806145,14
74,0.003637517005026291,0.0036375193194970196,0.0036375167594739754,0.003637544792433826,0.0036375184687521393,0.003637532802619313,0.0036375167390376066,0.003637519655278218,0.003637517264359568,0.0036375170993169052,0.003638224665698429,0.003637516739293056,0.0036375236844212746,0.0036375657808053272,0.9490739492239871,14
75,0.0031999823977787822,0.0031999620110795745,0.003199961714901087,0.0031999620987697114,0.003199962027643241,0.0031999762917425748,0.003199961825558543,0.003199965473166486,0.9552004081055647,0.0031999715167560752,0.0031999787189115132,0.0031999617087271354,0.0031999617086585393,0.0031999922732873502,0.0031999921274546836,8
76,0.0031782494188158372,0.003178244682199285,0.003178243169770844,0.003178244392794439,0.0031782463304777147,0.003178242789238068,0.003178242739520401,0.003178244201012107,0.003178273760076918,0.0031782428097306185,0.0031782508187978053,0.0031782427815467513,0.003178242785433099,0.9555045457221408,0.003178243598445354,13
77,0.0024992098106416246,0.0024992097166320983,0.002499208966093771,0.0024992149076624778,0.0024992486390237587,0.0024992243391446837,0.002499208862617277,0.002499451740451445,0.002499210599571918,0.002499210034470765,0.6439352211138222,0.0024992191381219197,0.09161516430453964,0.2344587729373565,0.002499224889849992,10
78,0.003253858649485852,0.00325385965598734,0.003253856957969553,0.0032538706496914706,0.0032538571371754795,0.0032538574339695614,0.0032538569806061686,0.003253865631664544,0.5634245759439948,0.003253857573035186,0.0032538606455499303,0.003253856957305079,0.0032538570032711687,0.3776941876755153,0.019834921104778525,8
79,0.003198629539153525,0.41149295541200714,0.0031986363861723653,0.0031986548275956743,0.003198630679959972,0.0031986298258013047,0.5469245749856424,0.003198650055474944,0.003198633375129279,0.003198656217548767,0.0031987114585224842,0.0031986291681157723,0.0031986293657985526,0.0031987085541364865,0.003198670148941557,6
80,0.0028670165443675523,0.002867007747583594,0.002867007545760302,0.0028670083994870596,0.002867009307050132,0.25419893899603163,0.002867008865088318,0.0028670583081875528,0.36190317677667794,0.34948789099400684,0.0028670158704042275,0.002867008434689846,0.0028670160357566823,0.002872824880166879,0.0028670112947413004,8
81,0.003283132951065545,0.0032831252188322982,0.003283126518807432,0.4376338911714091,0.0032831266562742666,0.0032831386210369277,0.11942204661628533,0.003283183241805769,0.0032831380438005874,0.40354637706391167,0.003283174031094463,0.00328312521166882,0.0032831252156038677,0.0032831369084189393,0.003283152529984817,3
82,0.0029657671649663507,0.002965760080009431,0.00296576068995814,0.0029657601179879363,0.002965760231134908,0.002965760685604713,0.3476438506034662,0.0029657675640073584,0.0029657611707759146,0.0029657720413882437,0.0029657762825910858,0.0029657600236054063,0.14111454045232208,0.47565239701607426,0.002965805876107937,13
83,0.5655001569339348,0.0037290225835440523,0.0037290220245143986,0.38600729579376225,0.0037291553259576173,0.0037290287800696926,0.003729022133301293,0.003729700827729856,0.0037327096900511268,0.0037292707718319276,0.003732713040440528,0.0037290219511152438,0.0037290547479856507,0.003735459145462865,0.00372936625029865,0
84,0.003168714638706967,0.003168714027303038,0.003168713947405465,0.0031687140128889503,0.003168718879590878,0.003168716807215916,0.0031687521807424626,0.003168718101230164,0.0031687297472747663,0.0031687164074947973,0.003168882867521584,0.0031687147196448723,0.0031687187788838993,0.9556377595480877,0.0031687153360084514,13
85,0.00374754665914242,0.003747378674692763,0.0037473756044750853,0.003747375774919098,0.003747377548680127,0.00374737566718491,0.003747375584047865,0.003747376969291246,0.0037473761658320653,0.00374737987643885,0.0037473777530992484,0.0037473755739852784,0.003747380720468814,0.0037473786095455837,0.9475365488181966,14
86,0.0034992393062341235,0.5046658776093045,0.0034992365285876465,0.003499249005762554,0.0034992394214455125,0.3077119707015356,0.003499235654302416,0.003499236170090881,0.07271646484331866,0.003499236033760698,0.07641404275738232,0.0034992441387709993,0.0034992358195759226,0.0034992543465832767,0.003499237663345008,1
87,0.5906017490734495,0.0025548998286385413,0.00255489982456125,0.0025548999135121845,0.002554899995013358,0.0025548999755589984,0.00255489984066057,0.002554899963566581,0.37618454614223085,0.0025548999852879205,0.002554905616959715,0.0025548998052223595,0.0025548998065912814,0.0025549003651769314,0.0025548998635700143,0
88,0.0030719194099746382,0.0030719201002781886,0.0030719026926790197,0.003076703228341766,0.0030719084562385963,0.0030720045587219647,0.2615072066639308,0.003071903025643247,0.0030719658019881936,0.0030719018873472453,0.5501359640154225,0.003071902146617027,0.15148898924846313,0.003071902992861988,0.0030719057714916477,10
89,0.002668629930961307,0.0026683477990881023,0.002668339369909364,0.00266836991103319,0.0026686959753870147,0.002668389020055609,0.0026683344024247577,0.0026683358750518127,0.0026683343498902982,0.7240935032417499,0.002668866173585058,0.002668334233580851,0.002668334402588019,0.0026683917652065396,0.24121679354948802,9
90,0.003584536387749547,0.003583964182420801,0.0035839644807622363,0.0035842269946214774,0.05909523338763387,0.0035839702554378437,0.003583964971212297,0.0035839757393201035,0.003593874610904861,0.003583967377666643,0.3567418152886362,0.0035839641013905884,0.0035839650971103746,0.0035841394848386728,0.5411444376402945,14
91,0.002617972313738202,0.002617983205369399,0.0026179707508490703,0.0026180305415653637,0.8346299882361153,0.0026180907863477708,0.0026179821918092946,0.002617992190252258,0.0026188297853816673,0.13133493751279754,0.002618017665542749,0.0026179715541016,0.0026179709536978367,0.002618271179913467,0.002617991132518329,4
92,0.1997600374341326,0.002117247194299355,0.0021171845170297548,0.002117190085522491,0.0021171867581822362,0.0021171856465072745,0.0021171841422149246,0.07643314689743431,0.002117198618772044,0.002117189899985946,0.002119313973726167,0.002117185804403665,0.0021171842302903274,0.6983983292682411,0.00211723552925799,13
93,0.0025673990720893707,0.0025673783446880307,0.0025673776844774366,0.002567383188490826,0.002567383601396841,0.0025673802365831482,0.0025673776424650343,0.677374029639903,0.0025673902347774454,0.0025674279093574983,0.12959400630232618,0.0025673776425353925,0.0025673777050257826,0.0025673905478108667,0.1622233202480732,7
