bank,date,web_traffic,number_of_employee,assets_under_management,number_of_branches,age,has_stores,founded_before_2000,cross_visitation,search_interest,rank,category_best_salary_accounts_helmycash,category_best_savings_accounts_helpmycash,incentive,apr,mentions
n26,2023-07-01,14679.82996548805,1500,8000000000,0,11,0,0,0.0836120396852493,17.652685664464137,10.0,0,1,300.0,2.0,1.0
n26,2023-07-01,11091.106152260778,1500,8000000000,0,11,0,0,0.0836120396852493,17.652685664464137,6.0,0,0,300.0,2.0,1.0
n26,2023-07-01,11091.106152260778,1500,8000000000,0,11,0,0,0.0836120396852493,17.652685664464137,6.0,1,0,300.0,2.0,1.0
n26,2023-07-01,11091.106152260778,1500,8000000000,0,11,0,0,0.0836120396852493,17.652685664464137,10.0,0,1,300.0,2.0,1.0
n26,2023-08-01,11489.221891729096,1500,8000000000,0,11,0,0,0.0693240910768508,17.652685664464137,9.0,0,0,300.0,2.0,1.0
n26,2023-08-01,11489.221891729096,1500,8000000000,0,11,0,0,0.0693240910768508,17.652685664464137,3.0,1,0,300.0,2.0,1.0
n26,2023-08-01,11489.221891729096,1500,8000000000,0,11,0,0,0.0693240910768508,17.652685664464137,10.0,0,1,300.0,2.0,1.0
n26,2023-08-01,9104.383956197373,1500,8000000000,0,11,0,0,0.0693240910768508,17.652685664464137,9.0,0,0,300.0,2.0,1.0
n26,2023-08-01,9104.383956197373,1500,8000000000,0,11,0,0,0.0693240910768508,17.652685664464137,3.0,1,0,300.0,2.0,1.0
n26,2023-08-01,9104.383956197373,1500,8000000000,0,11,0,0,0.0693240910768508,17.652685664464137,10.0,0,1,300.0,2.0,1.0
n26,2023-09-01,6403.965627919878,1500,8000000000,0,11,0,0,0.0533642694354057,17.661376146727168,10.0,0,0,300.0,2.0,0.0
n26,2023-09-01,6403.965627919878,1500,8000000000,0,11,0,0,0.0533642694354057,17.661376146727168,10.0,1,0,300.0,2.0,0.0
n26,2023-09-01,6403.965627919878,1500,8000000000,0,11,0,0,0.0533642694354057,17.661376146727168,10.0,0,1,300.0,2.0,0.0
n26,2023-09-01,7935.475920146254,1500,8000000000,0,11,0,0,0.0533642694354057,17.661376146727168,10.0,0,0,300.0,2.0,0.0
n26,2023-09-01,7935.475920146254,1500,8000000000,0,11,0,0,0.0533642694354057,17.661376146727168,10.0,1,0,300.0,2.0,0.0
n26,2023-09-01,7935.475920146254,1500,8000000000,0,11,0,0,0.0533642694354057,17.661376146727168,10.0,0,1,300.0,2.0,0.0
n26,2023-10-01,6319.372965945205,1500,8000000000,0,11,0,0,0.0589473694562912,2.0,10.0,0,0,300.0,2.0,5.0
n26,2023-10-01,6319.372965945205,1500,8000000000,0,11,0,0,0.0589473694562912,2.0,10.0,1,0,300.0,2.0,5.0
n26,2023-10-01,6319.372965945205,1500,8000000000,0,11,0,0,0.0589473694562912,2.0,10.0,0,1,300.0,2.0,5.0
n26,2023-10-01,8796.029983827872,1500,8000000000,0,11,0,0,0.0589473694562912,2.0,10.0,0,0,300.0,2.0,5.0
n26,2023-10-01,8796.029983827872,1500,8000000000,0,11,0,0,0.0589473694562912,2.0,10.0,1,0,300.0,2.0,5.0
n26,2023-10-01,8796.029983827872,1500,8000000000,0,11,0,0,0.0589473694562912,2.0,10.0,0,1,300.0,2.0,5.0
n26,2023-11-01,5037.106188622178,1500,8000000000,0,11,0,0,0.0760233923792839,17.64399518220111,9.0,0,0,300.0,2.0,2.0
n26,2023-11-01,5037.106188622178,1500,8000000000,0,11,0,0,0.0760233923792839,17.64399518220111,6.0,1,0,300.0,2.0,2.0
n26,2023-11-01,5037.106188622178,1500,8000000000,0,11,0,0,0.0760233923792839,17.64399518220111,6.0,0,1,300.0,2.0,2.0
n26,2023-11-01,9529.609109058978,1500,8000000000,0,11,0,0,0.0760233923792839,17.64399518220111,9.0,0,0,300.0,2.0,2.0
n26,2023-11-01,9529.609109058978,1500,8000000000,0,11,0,0,0.0760233923792839,17.64399518220111,6.0,1,0,300.0,2.0,2.0
n26,2023-11-01,9529.609109058978,1500,8000000000,0,11,0,0,0.0760233923792839,17.64399518220111,6.0,0,1,300.0,2.0,2.0
n26,2023-12-01,6233.761119561585,1500,8000000000,0,11,0,0,0.092261902987957,17.652685664464137,9.0,0,0,300.0,2.0,1.0
n26,2023-12-01,6233.761119561585,1500,8000000000,0,11,0,0,0.092261902987957,17.652685664464137,6.0,1,0,300.0,2.0,1.0
n26,2023-12-01,6233.761119561585,1500,8000000000,0,11,0,0,0.092261902987957,17.652685664464137,6.0,0,1,300.0,2.0,1.0
n26,2023-12-01,12034.247890228124,1500,8000000000,0,11,0,0,0.092261902987957,17.652685664464137,9.0,0,0,300.0,2.0,1.0
n26,2023-12-01,12034.247890228124,1500,8000000000,0,11,0,0,0.092261902987957,17.652685664464137,6.0,1,0,300.0,2.0,1.0
n26,2023-12-01,12034.247890228124,1500,8000000000,0,11,0,0,0.092261902987957,17.652685664464137,6.0,0,1,300.0,2.0,1.0
banc sabadell,2021-12-01,20611.877467019574,19316,253000000000,1594,143,1,1,0.0702290087938308,17.661376146727168,6.0,0,0,0.0,0.0,0.0
banc sabadell,2021-12-01,20611.877467019574,19316,253000000000,1594,143,1,1,0.0702290087938308,17.661376146727168,6.0,1,0,0.0,0.0,0.0
banc sabadell,2021-12-01,20611.877467019574,19316,253000000000,1594,143,1,1,0.0702290087938308,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2021-12-01,20611.877467019574,19316,253000000000,1594,143,1,1,0.0702290087938308,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.0846047177910804,17.661376146727168,2.0,0,0,0.0,0.0,0.0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.0846047177910804,17.661376146727168,2.0,1,0,0.0,0.0,0.0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.0846047177910804,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.0846047177910804,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.0596205964684486,17.661376146727168,2.0,0,0,0.0,0.0,0.0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.0596205964684486,17.661376146727168,2.0,1,0,0.0,0.0,0.0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.0596205964684486,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.0596205964684486,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,17.661376146727168,2.0,0,0,0.0,0.0,0.0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,17.661376146727168,2.0,1,0,0.0,0.0,0.0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.0640074238181114,17.661376146727168,2.0,0,0,0.0,0.0,0.0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.0640074238181114,17.661376146727168,2.0,1,0,0.0,0.0,0.0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.0640074238181114,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.0640074238181114,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.0656084641814231,33.0,2.0,0,0,0.0,0.0,0.0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.0656084641814231,33.0,2.0,1,0,0.0,0.0,0.0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.0656084641814231,33.0,3.0,0,1,0.0,0.0,0.0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.0656084641814231,33.0,3.0,0,1,0.0,0.0,0.0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.0656168013811111,17.661376146727168,3.0,0,0,0.0,0.0,0.0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.0656168013811111,17.661376146727168,3.0,1,0,0.0,0.0,0.0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.0656168013811111,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.0656168013811111,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,17.661376146727168,2.0,0,0,0.0,0.0,0.0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,17.661376146727168,2.0,1,0,0.0,0.0,0.0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,17.661376146727168,2.0,0,1,0.0,0.0,0.0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.0791027173399925,17.661376146727168,2.0,0,0,50.0,1.0,0.0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.0791027173399925,17.661376146727168,5.0,1,0,50.0,1.0,0.0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.0791027173399925,17.661376146727168,5.0,0,1,50.0,1.0,0.0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.0791027173399925,17.661376146727168,5.0,0,1,50.0,1.0,0.0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.0753176063299179,17.661376146727168,2.0,0,0,0.0,1.0,0.0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.0753176063299179,17.661376146727168,5.0,1,0,0.0,1.0,0.0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.0753176063299179,17.661376146727168,5.0,0,1,0.0,1.0,0.0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.0753176063299179,17.661376146727168,5.0,0,1,0.0,1.0,0.0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,17.661376146727168,5.0,0,0,0.0,1.0,0.0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,17.661376146727168,5.0,1,0,0.0,1.0,0.0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,17.661376146727168,5.0,0,1,0.0,1.0,0.0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,17.661376146727168,5.0,0,1,0.0,1.0,0.0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.0750883370637893,17.661376146727168,6.0,0,0,175.0,2.0,0.0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.0750883370637893,17.661376146727168,6.0,1,0,175.0,2.0,0.0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.0750883370637893,17.661376146727168,6.0,0,1,175.0,2.0,0.0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.0750883370637893,17.661376146727168,2.0,0,1,175.0,2.0,0.0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.1022604927420616,17.661376146727168,2.0,0,0,0.0,1.0,0.0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.1022604927420616,17.661376146727168,2.0,1,0,0.0,1.0,0.0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.1022604927420616,17.661376146727168,2.0,0,1,0.0,1.0,0.0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.1022604927420616,17.661376146727168,4.0,0,1,0.0,1.0,0.0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.0924453288316726,27.0,1.0,0,0,175.0,2.0,0.0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.0924453288316726,27.0,1.0,1,0,175.0,2.0,0.0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.0924453288316726,27.0,1.0,0,1,175.0,2.0,0.0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.0924453288316726,27.0,4.0,0,1,175.0,2.0,0.0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.0821078419685363,17.661376146727168,6.0,0,0,175.0,2.0,0.0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.0821078419685363,17.661376146727168,4.0,1,0,175.0,2.0,0.0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.0821078419685363,17.661376146727168,4.0,0,1,175.0,2.0,0.0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.0821078419685363,17.661376146727168,6.0,0,1,175.0,2.0,0.0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,17.661376146727168,2.0,0,0,175.0,2.0,0.0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,17.661376146727168,2.0,1,0,175.0,2.0,0.0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,17.661376146727168,2.0,0,1,175.0,2.0,0.0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,17.661376146727168,7.0,0,1,175.0,2.0,0.0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,17.661376146727168,7.0,0,0,250.0,2.0,0.0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,17.661376146727168,7.0,1,0,250.0,2.0,0.0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,17.661376146727168,7.0,0,1,250.0,2.0,0.0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,17.661376146727168,7.0,0,1,250.0,2.0,0.0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.0774853825569152,17.661376146727168,7.0,0,0,200.0,2.5,0.0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.0774853825569152,17.661376146727168,7.0,1,0,200.0,2.5,0.0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.0774853825569152,17.661376146727168,7.0,0,1,200.0,2.5,0.0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.0774853825569152,17.661376146727168,7.0,0,1,200.0,2.5,0.0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348,17.661376146727168,7.0,0,0,200.0,2.5,0.0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348,17.661376146727168,7.0,1,0,200.0,2.5,0.0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348,17.661376146727168,7.0,0,1,200.0,2.5,0.0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348,17.661376146727168,7.0,0,1,200.0,2.5,0.0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,17.661376146727168,2.0,0,0,200.0,2.5,0.0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,17.661376146727168,1.0,1,0,200.0,2.5,0.0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,17.661376146727168,1.0,0,1,200.0,2.5,0.0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,17.661376146727168,7.0,0,1,200.0,2.5,0.0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.0928571447730064,17.661376146727168,1.0,0,0,200.0,2.5,0.0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.0928571447730064,17.661376146727168,1.0,1,0,200.0,2.5,0.0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.0928571447730064,17.661376146727168,1.0,0,1,200.0,2.5,0.0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.0928571447730064,17.661376146727168,8.0,0,1,200.0,2.5,0.0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.0861878469586372,17.661376146727168,8.0,0,0,200.0,2.5,0.0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.0861878469586372,17.661376146727168,8.0,1,0,200.0,2.5,0.0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.0861878469586372,17.661376146727168,8.0,0,1,200.0,2.5,0.0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.0861878469586372,17.661376146727168,8.0,0,1,200.0,2.5,0.0
banc sabadell,2023-10-01,15965.007608487933,19316,253000000000,1594,143,1,1,0.0993006974458694,28.0,8.0,0,0,200.0,2.5,0.0
banc sabadell,2023-10-01,15965.007608487933,19316,253000000000,1594,143,1,1,0.0993006974458694,28.0,8.0,1,0,200.0,2.5,0.0
banc sabadell,2023-10-01,15965.007608487933,19316,253000000000,1594,143,1,1,0.0993006974458694,28.0,8.0,0,1,200.0,2.5,0.0
banc sabadell,2023-10-01,15965.007608487933,19316,253000000000,1594,143,1,1,0.0993006974458694,28.0,8.0,0,1,200.0,2.5,0.0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,17.661376146727168,2.823529411764706,0,0,200.0,2.5,0.0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,17.661376146727168,1.0,1,0,200.0,2.5,0.0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,17.661376146727168,1.0,0,1,200.0,2.5,0.0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,17.661376146727168,1.0,0,1,200.0,2.5,0.0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,17.661376146727168,3.2580645161290325,0,0,200.0,2.5,0.0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,17.661376146727168,1.0,1,0,200.0,2.5,0.0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,17.661376146727168,1.0,0,1,200.0,2.5,0.0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,17.661376146727168,1.0,0,1,200.0,2.5,0.0
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,2.0,1,0,200.0,2.5,7.0
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,11.0,0,1,200.0,2.5,7.0
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,2.0,1,0,200.0,2.5,7.0
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.1208556145429611,17.600542770885962,11.0,0,1,200.0,2.5,7.0
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,2.0,0,0,200.0,2.5,4.0
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,2.0,0,0,200.0,2.5,4.0
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,2.0,1,0,200.0,2.5,4.0
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,11.0,0,1,200.0,2.5,4.0
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,2.0,0,0,200.0,2.5,4.0
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,2.0,0,0,200.0,2.5,4.0
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,2.0,1,0,200.0,2.5,4.0
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.1212704554200172,17.62661421767505,11.0,0,1,200.0,2.5,4.0
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,2.0,1,0,200.0,2.5,7.0
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,11.0,0,1,200.0,2.5,7.0
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,2.0,0,0,200.0,2.5,7.0
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,2.0,1,0,200.0,2.5,7.0
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.0986047536134719,17.600542770885962,11.0,0,1,200.0,2.5,7.0
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,1,0,200.0,2.5,4.0
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,0,1,200.0,2.5,4.0
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,1,0,200.0,2.5,4.0
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.1205564141273498,17.62661421767505,11.0,0,1,200.0,2.5,4.0
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,1,0,200.0,2.5,4.0
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,0,1,200.0,2.5,4.0
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,0,0,200.0,2.5,4.0
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,1,0,200.0,2.5,4.0
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,17.62661421767505,11.0,0,1,200.0,2.5,4.0
ing,2022-05-01,24467.642359535537,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,2.0,0,0,200.0,2.5,6.0
ing,2022-05-01,24467.642359535537,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,2.0,0,0,200.0,2.5,6.0
ing,2022-05-01,24467.642359535537,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,1.0,1,0,200.0,2.5,6.0
ing,2022-05-01,24467.642359535537,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,10.0,0,1,200.0,2.5,6.0
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,2.0,0,0,200.0,2.5,6.0
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,2.0,0,0,200.0,2.5,6.0
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,1.0,1,0,200.0,2.5,6.0
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,17.609233253148993,10.0,0,1,200.0,2.5,6.0
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,3.0,1,0,200.0,2.5,4.0
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,3.0,0,1,200.0,2.5,4.0
ing,2022-06-01,24467.642359535348,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,1.0,0,0,200.0,2.5,4.0
ing,2022-06-01,24467.642359535348,60778,976000000000,1660,33,1,1,0.1134352385997772,17.62661421767505,1.0,0,0,200.0,2.5,4.0
